Day of the Week,Month,Open,High,Low,Close,Adj Close,Volume
3,3,875,890,875,875,875,20000
4,3,880,895,880,880,880,60000
5,3,880,895,880,880,880,20000
1,3,885,905,885,885,885,10000
2,3,895,910,895,895,895,10000
3,3,915,930,915,915,915,70000
4,3,930,950,930,930,930,20000
5,3,945,970,945,945,945,3000
1,3,950,970,950,950,950,10000
2,3,965,985,965,965,965,70000
3,3,965,985,965,965,965,6000
4,3,965,985,965,965,965,40000
1,4,910,910,890,890,890,60000
2,4,910,930,910,910,910,30000
3,4,910,930,910,910,910,1000
4,4,910,930,910,910,910,2000
5,4,910,920,905,905,905,10000
1,4,905,910,900,900,900,10000
2,4,900,910,900,900,900,20000
3,4,900,910,900,900,900,8000
4,4,905,920,905,905,905,30000
5,4,920,935,920,920,920,20000
1,4,935,945,935,935,935,20000
2,4,935,950,935,935,935,30000
3,4,935,955,935,935,935,1000
4,4,945,965,945,945,945,30000
5,4,945,965,945,945,945,20000
1,4,950,965,950,950,950,20000
2,4,950,965,950,950,950,9000
3,4,955,965,955,955,955,3000
4,4,965,985,965,965,965,30000
5,4,975,990,975,975,975,7000
1,5,975,985,970,970,970,40000
2,5,970,980,960,960,960,20000
3,5,965,980,965,965,965,20000
4,5,965,980,965,965,965,7000
5,5,970,980,970,970,970,40000
1,5,970,980,970,970,970,10000
2,5,970,980,970,970,970,8000
3,5,970,980,970,970,970,10000
4,5,970,980,970,970,970,7000
5,5,970,980,970,970,970,40000
1,5,970,980,970,970,970,10000
2,5,975,980,975,975,975,4000
3,5,975,995,975,975,975,10000
4,5,980,1000,980,980,980,2000
5,5,980,995,980,980,980,5000
1,5,980,995,980,980,980,3000
2,5,985,1000,985,985,985,30000
3,5,985,1005,985,985,985,2000
4,5,985,1005,985,985,985,2000
5,5,985,1005,985,985,985,10000
2,5,985,1005,985,985,985,5000
3,6,985,1005,985,985,985,20000
4,6,985,1005,985,985,985,20000
5,6,985,1005,985,985,985,3000
1,6,985,1005,985,985,985,3000
2,6,985,1005,985,985,985,20000
3,6,985,1000,985,985,985,20000
4,6,985,1000,985,985,985,40000
5,6,985,990,975,975,975,7000
1,6,975,990,970,970,970,4000
2,6,970,985,970,970,970,20000
3,6,970,980,965,965,965,100000
4,6,965,980,965,965,965,2000
5,6,965,980,960,960,960,10000
1,6,960,980,960,960,960,7000
2,6,960,980,960,960,960,3000
3,6,960,960,960,960,960,0
4,6,960,980,960,960,960,10000
5,6,960,975,960,960,960,9000
1,6,960,960,960,960,960,0
